관리번호,급경사지명,소재지,비고(Note),region,경사도(Slope),곡률(Curvature),거칠기(Roughness),사면향(Aspect),aspect_sin,aspect_cos,S1_transfer,S1_used,Susceptibility,RiskScore,risk_grade5_by_region
115,사북1지구(국지도28),사북읍 사북리 산4-2임,추정값 (시뮬레이션),정선_v2(라벨없음),22.06,-0.02,107.52,112.06,0.926791059145809,-0.3755773324994331,0.40208082490790104,0.3351012398501205,0.26808099188009643,26.808099,2
116,강원 정선 사북 사북 N6지구,사북읍 사북리 산11-6임,추정값 (시뮬레이션),정선_v2(라벨없음),17.95,-0.47,103.45,137.83,0.6713326128831354,-0.7411562068009026,0.6657222439693585,0.6136937241840119,0.49095497934720955,49.095498,4
117,사북여중지구,사북읍 사북리 산70-9목,추정값 (시뮬레이션),정선_v2(라벨없음),18.54,0.58,,48.83,0.7527596947353757,0.6582954063199165,0.6757363098048298,0.624788039260246,0.4998304314081968,49.983043,4
118,강원-태백선71-충,사북읍 사북리 산72-4철,추정값 (시뮬레이션),정선_v2(라벨없음),22.8,0.65,115.86,316.9,-0.6832737736807996,0.7301622766207521,0.31632096583656494,0.2512774832669404,0.2010219866135523,20.102199,2
119,강원 정선 신동 예미 N1지구,신동읍 예미리 산203-7철,추정값 (시뮬레이션),정선_v2(라벨없음),29.97,-0.14,107.65,218.3,-0.6197790317951402,-0.7847763705330829,0.2367265449802061,0.17745831420657557,0.14196665136526046,14.196665,1
120,강원-태백선42-충,신동읍 예미리 891-1철,추정값 (시뮬레이션),정선_v2(라벨없음),19.83,0.33,106.61,70.42,0.9421744900789598,0.33512270923417303,0.5840765775139506,0.5245220486085406,0.41961763888683246,41.961764,4
121,터널위지구,신동읍 예미리 산26-1임,추정값 (시뮬레이션),정선_v2(라벨없음),18.82,-0.66,42.25,270.5,-0.9999619230641713,0.008726535498374096,0.1308390214629052,0.08711335596723983,0.06969068477379187,6.969068,1
122,예미4지구(터널위2),신동읍 예미리 산27-1임,추정값 (시뮬레이션),정선_v2(라벨없음),14.3,0.27,74.35,48.8,0.7524149088957244,0.6586894601186806,0.5564162763279829,0.4948570827980084,0.3958856662384067,39.588567,4
123,강원-태백선43-충,신동읍 예미리 803-1철,추정값 (시뮬레이션),정선_v2(라벨없음),22.89,0.57,36.0,208.63,-0.4791515031124876,-0.8777322126167204,0.4645739021667966,0.3985343606501651,0.3188274885201321,31.882749,3
124,태백 49km510(우),신동읍 천포리 374-7철,추정값 (시뮬레이션),정선_v2(라벨없음),9.52,-1.28,74.55,307.01,-0.7985304613474923,0.60195440217691,0.46596020367149676,0.3999618713590963,0.31996949708727707,31.99695,3
125,강원 정선 신동 조동 N2지구,신동읍 조동리 산95-26도,추정값 (시뮬레이션),정선_v2(라벨없음),19.79,-0.51,103.32,104.67,0.9674004875279185,-0.2532514496123281,0.6873950485096405,0.6377459060348956,0.5101967248279164,51.019672,4
126,조동1지구(지방도421호),신동읍 조동리 산97-14임,추정값 (시뮬레이션),정선_v2(라벨없음),9.53,0.15,5.56,299.34,-0.8717274065385093,0.48999115164423573,0.5540253589692496,0.4923065030572998,0.39384520244583987,39.38452,4
127,강원 정선 신동 조동 N1지구,신동읍 조동리 산97-14임,추정값 (시뮬레이션),정선_v2(라벨없음),27.48,0.43,14.56,266.77,-0.998411399247551,-0.05634427967901876,0.25032971779834995,0.18976446558448226,0.1518115724675858,15.181157,2
128,강원-태백선46-충,신동읍 조동리 산48-3철,추정값 (시뮬레이션),정선_v2(라벨없음),19.0,-1.23,19.29,331.23,-0.48129477498021,0.8765588055440142,0.41409597662766356,0.34715323214709887,0.2777225857176791,27.772259,3
129,강원-태백선47-충,신동읍 조동리 산50-2철,추정값 (시뮬레이션),정선_v2(라벨없음),40.97,-1.18,138.18,150.06,0.49909282632798463,-0.8665485276128188,0.7709332490142666,0.7318467216612566,0.5854773773290053,58.547738,5
130,강원-태백선48-충,신동읍 조동리 산50-2철,추정값 (시뮬레이션),정선_v2(라벨없음),26.54,-1.18,29.44,231.84,-0.7862884321366191,-0.617859613090334,0.16397477627070375,0.11421744907193322,0.09137395925754659,9.137396,1
131,강원-태백선49-충,신동읍 조동리 산51-3철,추정값 (시뮬레이션),정선_v2(라벨없음),33.39,0.25,105.27,37.96,0.6151111900497221,0.7884403743312582,0.46529610744363625,0.39927792805795465,0.31942234244636375,31.942234,3
132,강원-태백선44-충,신동읍 조동리 산1-2철,추정값 (시뮬레이션),정선_v2(라벨없음),12.23,0.59,66.63,45.15,0.7089555570807734,0.7052531588616178,0.6735047489791535,0.6223128873764157,0.49785030990113255,49.785031,4
133,강원-태백선51-충,신동읍 조동리 산52-2철,추정값 (시뮬레이션),정선_v2(라벨없음),7.82,-1.14,16.15,295.61,-0.9017570994801263,0.4322431416890148,0.6057771604107467,0.5479935845323649,0.43839486762589197,43.839487,4
134,강원-태백선50-충,신동읍 조동리 산52-2철,추정값 (시뮬레이션),정선_v2(라벨없음),34.25,-0.54,129.79,115.9,0.8995577789551802,-0.43680178836770245,0.5572507556916895,0.495747804254954,0.3965982434039632,39.659824,4
135,태백 53km495(중),신동읍 조동리 산4-3철,추정값 (시뮬레이션),정선_v2(라벨없음),12.22,0.18,131.2,318.8,-0.6586894601186805,0.7524149088957245,0.19925777814476223,0.1443106357708297,0.11544850861666377,11.544851,1
136,강원-태백선45-충,신동읍 조동리 산4-9철,추정값 (시뮬레이션),정선_v2(라벨없음),15.89,0.72,149.43,61.5,0.8788171126619654,0.4771587602596084,0.37534413229098035,0.30854290002294243,0.24683432001835395,24.683432,2
137,태백 54km350(중),신동읍 조동리 산5-2철,추정값 (시뮬레이션),정선_v2(라벨없음),27.0,-0.15,37.38,209.7,-0.49545866843240716,-0.8686315144381914,0.13178111667826278,0.08786659965528786,0.07029327972423029,7.029328,1
138,태백 54km190(중),신동읍 조동리 산5-3철,추정값 (시뮬레이션),정선_v2(라벨없음),18.96,-1.11,85.54,214.56,-0.5672689491267565,-0.8235325976284273,0.37658607592891297,0.3097683980288498,0.24781471842307987,24.781472,2
139,강원-함백선3-충,신동읍 조동리 산53-5철,추정값 (시뮬레이션),정선_v2(라벨없음),16.88,0.39,26.31,324.57,-0.5797078928323673,0.8148243730938934,0.4697411968849859,0.4038595713813617,0.32308765710508935,32.308766,3
140,강원-함백선2-충,신동읍 조동리 산54-23철,추정값 (시뮬레이션),정선_v2(라벨없음),19.22,-0.06,103.52,32.52,0.5375939747589333,0.8432038414896432,0.621422852871033,0.5650210976675887,0.452016878134071,45.201688,4
141,강원-함백선2-1-충,신동읍 조동리 산54-23철,추정값 (시뮬레이션),정선_v2(라벨없음),21.38,0.65,106.14,141.48,0.6227877804881126,-0.7823908105765881,0.5788216035008867,0.5188641661430776,0.4150913329144621,41.509133,4
142,강원-함백선1-3-충,신동읍 조동리 산55-9철,추정값 (시뮬레이션),정선_v2(라벨없음),7.35,0.47,32.98,80.99,0.9876610225871372,0.15660684679199202,0.6749811202729236,0.6239502320271428,0.49916018562171427,49.916019,4
143,강원-함백선1-2-충,신동읍 조동리 산56-6임,추정값 (시뮬레이션),정선_v2(라벨없음),38.32,-0.2,56.84,166.11,0.2400586168321721,-0.970758394496089,0.4633155010999199,0.3972392897458262,0.317791431796661,31.779143,3
144,강원-함백선1-1-충,신동읍 조동리 산59-1철,추정값 (시뮬레이션),정선_v2(라벨없음),24.51,-0.7,131.61,143.6,0.5934188866037015,-0.804893797355914,0.19338702477605063,0.13922358040491747,0.11137886432393398,11.137886,1
145,강원-함백선1-충,신동읍 조동리 산59-2 철,추정값 (시뮬레이션),정선_v2(라벨없음),5.1,0.13,92.34,96.28,0.993999199399457,-0.10938734658651553,0.752422150413906,0.7108105852620965,0.5686484682096772,56.864847,5
146,태백 57km360(좌),신동읍 방제리 216-1철,추정값 (시뮬레이션),정선_v2(라벨없음),16.03,0.91,60.34,336.13,-0.4046628290142573,0.9144659615393992,0.7964954562637588,0.7610618687623035,0.6088494950098429,60.88495,5
147,강원-태백선55-충,신동읍 방제리 222-3철,추정값 (시뮬레이션),정선_v2(라벨없음),23.38,0.15,41.11,312.19,-0.7409218223624268,0.671591284299566,0.20499784569946197,0.14931352779279225,0.11945082223423381,11.945082,1
148,태백 57km595(좌),신동읍 방제리 222-3철,추정값 (시뮬레이션),정선_v2(라벨없음),12.75,0.11,126.17,17.52,0.3010386911959204,0.9536119265209759,0.25323576582718554,0.19241106882396236,0.1539288550591699,15.392886,2
149,태백 59km280(중),신동읍 방제리 288-10철,추정값 (시뮬레이션),정선_v2(라벨없음),11.48,-0.11,27.51,164.98,0.2591562010474918,-0.9658354225532588,0.29858372580554554,0.23446572204656516,0.18757257763725213,18.757258,2
150,태백 57km200(중),신동읍 방제리 산3-2철,추정값 (시뮬레이션),정선_v2(라벨없음),21.85,-0.07,31.24,93.58,0.9980485856506581,-0.062442138662291424,0.4315866061492579,0.36482244532575503,0.291857956260604,29.185796,3
151,태백 57km305(좌),신동읍 방제리 산4-3철,추정값 (시뮬레이션),정선_v2(라벨없음),37.36,-0.81,99.53,234.44,-0.8135069613655282,-0.5815551769263386,0.35184171515300433,0.2855070225391431,0.2284056180313145,22.840562,2
152,태백 59km930(중),신동읍 방제리 산62-2철,추정값 (시뮬레이션),정선_v2(라벨없음),16.0,1.23,82.19,160.21,0.338573700413982,-0.9409398755435882,0.6330104485978332,0.5776876116996528,0.46215008935972224,46.215009,4
153,태백 60km070(중),신동읍 방제리 산62-2철,추정값 (시뮬레이션),정선_v2(라벨없음),19.07,-1.12,132.94,166.62,0.2314083265429887,-0.9728567142218701,0.3223262525540469,0.257012836558786,0.2056102692470288,20.561027,2
154,태백 57km850(좌),신동읍 방제리 산7-3철,추정값 (시뮬레이션),정선_v2(라벨없음),16.58,-0.72,24.51,264.81,-0.9959002018170436,-0.09045876420099842,0.180256790380514,0.12795874165849744,0.10236699332679795,10.236699,1
155,태백 57km700(좌),신동읍 방제리 산7-10임,추정값 (시뮬레이션),정선_v2(라벨없음),23.68,0.21,140.48,182.66,-0.04640908259941721,-0.9989225180424558,0.3130689464972939,0.24818069143430824,0.1985445531474466,19.854455,2
156,태백 58km320(좌),신동읍 방제리 산8-3철,추정값 (시뮬레이션),정선_v2(라벨없음),28.61,-0.45,91.58,322.44,-0.6095918927412883,0.7927154119254233,0.36747827417608336,0.3008001175973227,0.2406400940778582,24.064009,2
157,강원-태백선52-충,신동읍 방제리 산1-8철,추정값 (시뮬레이션),정선_v2(라벨없음),26.37,-1.18,,116.36,0.8960219558485609,-0.4440097461062307,0.7378516746434305,0.6943251245912971,0.5554600996730378,55.54601,5
158,강원-태백선53-충,신동읍 방제리 산1-7철,추정값 (시뮬레이션),정선_v2(라벨없음),30.48,-0.72,79.6,192.89,-0.22307998468892795,-0.9748001438403606,0.41844691970041503,0.3515349020409208,0.28122792163273663,28.122792,3
159,강원-함백선6-충,신동읍 방제리 산33-2철,추정값 (시뮬레이션),정선_v2(라벨없음),22.13,0.53,92.52,297.62,-0.8860418044194044,0.46360535029398225,0.10545998029201632,0.06725200289573635,0.053801602316589085,5.38016,1
160,태백 58km790(중),신동읍 방제리 산28-2철,추정값 (시뮬레이션),정선_v2(라벨없음),9.57,-0.6,92.01,73.82,0.9603910134382122,0.27865588331690333,0.3541847568516967,0.2877900931001442,0.23023207448011537,23.023207,2
161,강원-태백선54-충,신동읍 방제리 산1-2철,추정값 (시뮬레이션),정선_v2(라벨없음),16.98,-0.19,41.33,40.47,0.6490498116908974,0.7607459115526095,0.22179830854260543,0.16411560414355023,0.1312924833148402,13.129248,1
162,태백 57km000(중),신동읍 방제리 산1-2철,추정값 (시뮬레이션),정선_v2(라벨없음),20.04,-0.44,94.2,280.94,-0.9818264598865659,0.1897809333590008,0.08844850583865022,0.0544538512819335,0.043563081025546804,4.356308,1
163,강원-함백선4-충,신동읍 방제리 산87-88철,추정값 (시뮬레이션),정선_v2(라벨없음),25.78,0.53,93.76,198.67,-0.3201169885177407,-0.9473780204661351,0.5127046179435235,0.4485807936668596,0.3588646349334877,35.886463,3
164,강원-함백선5-충,신동읍 방제리 산87-88철,추정값 (시뮬레이션),정선_v2(라벨없음),21.8,1.02,138.93,97.22,0.9920708913205255,-0.12567953928344164,0.3383963731307597,0.2724650737528894,0.21797205900231154,21.797206,2
165,함백 7km970(우),신동읍 방제리 산87-88철,추정값 (시뮬레이션),정선_v2(라벨없음),15.35,-0.06,22.16,347.69,-0.21320090965163205,0.9770083787377244,0.7602986576173121,0.7197489971553239,0.5757991977242591,57.57992,5
166,함백 8km420(우),신동읍 방제리 산87-88철,추정값 (시뮬레이션),정선_v2(라벨없음),12.21,-0.64,107.74,317.49,-0.6757188764954566,0.7371594128461753,0.14225448610261818,0.09631172586574,0.077049380692592,7.704938,1
167,함백 7km870(우),신동읍 방제리 산87-88철,추정값 (시뮬레이션),정선_v2(라벨없음),25.6,0.06,45.79,151.27,0.4806827042515428,-0.8768945990445054,0.1755246896839508,0.12393839184366805,0.09915071347493444,9.915071,1
168,강원-태백선57-충,신동읍 방제리 산8-5철,추정값 (시뮬레이션),정선_v2(라벨없음),31.12,1.26,81.59,195.21,-0.26235760179828627,-0.9649707191301982,0.5094013727426888,0.44511490087061284,0.3560919206964903,35.609192,3
169,강원-태백선56-충,신동읍 방제리 244-2철,추정값 (시뮬레이션),정선_v2(라벨없음),34.12,-0.61,4.16,166.78,0.22869069933948563,-0.9734991340702964,0.6827495270694532,0.6325774257773472,0.5060619406218778,50.606194,4
170,강원 정선 신동 방제 N1지구,신동읍 방제리 산87-151도,추정값 (시뮬레이션),정선_v2(라벨없음),25.48,-1.29,124.67,252.78,-0.955175082343596,-0.2960414870755525,0.27997450829494036,0.2170412033855199,0.17363296270841594,17.363296,2
171,태백 60km490(중),신동읍 방제리 산106-2철,추정값 (시뮬레이션),정선_v2(라벨없음),15.46,0.98,165.91,242.59,-0.8877350515999932,-0.4603547307900261,0.13340407674547222,0.08916674678528566,0.07133339742822853,7.13334,1
172,운치3지구,신동읍 운치리 산120임,실측값,정선_v2(라벨없음),15.77,0.53,72.75,320.06,-0.6419850575205026,0.7667171485759249,0.7344944273536966,0.6905358114082227,0.5524286491265782,55.242865,5
173,운치지구,신동읍 운치리 274전,실측값,정선_v2(라벨없음),5.13,-0.59,42.66,301.74,-0.8504440536988672,0.5260655011766483,0.6227756164453162,0.566497399185585,0.453197919348468,45.319792,4
174,태백 65km790(중),남면 문곡리 산41-3임,실측값,정선_v2(라벨없음),23.32,-0.98,106.18,297.85,-0.8841736393202329,0.4671584051809566,0.1429480604582351,0.09687549187183418,0.07750039349746735,7.750039,1
175,강원-태백선62-충,남면 문곡리 산42-2철,실측값,정선_v2(라벨없음),35.69,-0.03,170.65,25.22,0.4260951098432339,0.9046783723333296,0.4622869124957895,0.39618125035522245,0.316945000284178,31.6945,3
176,강원-태백선63-충,남면 문곡리 산42-2철,실측값,정선_v2(라벨없음),35.69,-0.03,170.65,25.22,0.4260951098432339,0.9046783723333296,0.4622869124957895,0.39618125035522245,0.316945000284178,31.6945,3
177,태백 66km210(중),남면 문곡리 산42-2철,실측값,정선_v2(라벨없음),35.69,-0.03,170.65,25.22,0.4260951098432339,0.9046783723333296,0.4622869124957895,0.39618125035522245,0.316945000284178,31.6945,3
178,태백 66km210(우),남면 문곡리 산42-2철,실측값,정선_v2(라벨없음),35.69,-0.03,170.65,25.22,0.4260951098432339,0.9046783723333296,0.4622869124957895,0.39618125035522245,0.316945000284178,31.6945,3
179,강원-태백선61-충,남면 문곡리 산46-9임,실측값,정선_v2(라벨없음),22.4,0.75,100.33,286.16,-0.9604882241787497,0.2783206266412028,0.01989020299548063,0.009085881295190553,0.0072687050361524425,0.726871,1
180,태백 65km360(우),남면 문곡리 산46-9임,실측값,정선_v2(라벨없음),22.4,0.75,100.33,286.16,-0.9604882241787497,0.2783206266412028,0.01989020299548063,0.009085881295190553,0.0072687050361524425,0.726871,1
181,태백 65km699(중),남면 문곡리 산46-9임,실측값,정선_v2(라벨없음),22.4,0.75,100.33,286.16,-0.9604882241787497,0.2783206266412028,0.01989020299548063,0.009085881295190553,0.0072687050361524425,0.726871,1
182,태백 65km545(중),남면 문곡리 산50-1임,실측값,정선_v2(라벨없음),27.17,-0.06,136.03,303.65,-0.8324379983891651,0.5541181993382281,0.06428947859251803,0.03713367090778137,0.029706936726225097,2.970694,1
183,강원 정선 남 문곡 N6지구,남면 문곡리 산50-5도,실측값,정선_v2(라벨없음),11.71,-1.17,79.58,103.46,0.9725326590327067,-0.23276646475549942,0.7682518273960498,0.7287932177052923,0.5830345741642339,58.303457,5
184,태백 65km177(중),남면 문곡리 산56-1임,실측값,정선_v2(라벨없음),21.25,0.5,82.7,260.61,-0.9866006523384225,-0.16315377042961396,0.04926864287281115,0.026982657423444637,0.02158612593875571,2.158613,1
185,태백 65km245(중),남면 문곡리 산56-1임,실측값,정선_v2(라벨없음),21.25,0.5,82.7,260.61,-0.9866006523384225,-0.16315377042961396,0.04926864287281115,0.026982657423444637,0.02158612593875571,2.158613,1
186,태백 65km088(중),남면 문곡리 산58-1임,실측값,정선_v2(라벨없음),23.82,0.29,91.91,259.21,-0.9823199399763947,-0.18720987026535862,0.09042451596050911,0.05591694439883788,0.04473355551907031,4.473356,1
187,태백 64km960(중),남면 문곡리 산58-2철,실측값,정선_v2(라벨없음),21.35,-0.47,89.52,262.98,-0.9925035507468237,-0.12221579993988911,0.19134907470121623,0.1374648427983521,0.1099718742386817,10.997187,1
188,태백 64km840(중),남면 문곡리 산69-3임,실측값,정선_v2(라벨없음),14.04,-0.93,70.87,326.76,-0.548147261700588,0.836381838331122,0.4419367887055058,0.375346341117662,0.30027707289412964,30.027707,3
189,태백 64km495(중),남면 문곡리 산69-5철,실측값,정선_v2(라벨없음),6.4,-0.88,67.31,307.52,-0.7931407941357946,0.6090383244736255,0.3739591141614097,0.3071771783906684,0.2457417427125347,24.574174,2
190,정선 4km025(우),남면 문곡리 산23-2철,추정값 (시뮬레이션),정선_v2(라벨없음),23.62,-0.59,91.64,258.67,-0.9805119269695574,-0.19645956599373168,0.16077186209013855,0.11154549889688488,0.08923639911750791,8.92364,1
191,정선 5km070(우),남면 문곡리 산23-6철,실측값,정선_v2(라벨없음),6.0,-1.03,60.36,262.18,-0.990700406440892,-0.1360614003964805,0.4035076415032588,0.3365287066314396,0.26922296530515166,26.922297,2
192,태백 64km275(중),남면 문곡리 산85-2 철,실측값,정선_v2(라벨없음),20.07,0.45,85.35,3.59,0.06261633004950362,0.9980376722404478,0.8007590387440044,0.7659531727803595,0.6127625382242876,61.276254,5
193,강원 정선 남 문곡 N5지구,남면 문곡리 200-2도,추정값 (시뮬레이션),정선_v2(라벨없음),3.25,0.73,153.51,1.41,0.024606658604981707,0.9996972103353584,0.5791690462658959,0.5192379319160104,0.41539034553280835,41.539035,4
194,강원 정선 남 문곡 N3지구,남면 문곡리 281-2도,실측값,정선_v2(라벨없음),6.5,-0.64,36.11,86.3,0.997915618272179,0.06453230825295801,0.5891086491464028,0.5299494902910584,0.42395959223284674,42.395959,4
195,정선 4km560(우),남면 문곡리 13-1철,추정값 (시뮬레이션),정선_v2(라벨없음),27.36,-0.74,85.34,355.2,-0.08367784333231584,0.9964928592495043,0.4654926241237024,0.3994802974786082,0.3195842379828866,31.958424,3
196,태백 62km370(중),남면 문곡리 211-2철,추정값 (시뮬레이션),정선_v2(라벨없음),27.86,-0.02,89.82,81.1,0.9879598657693891,0.15471038629946826,0.8099343209605451,0.7764969659011588,0.6211975727209271,62.119757,5
197,강원 정선 남 문곡 N2지구,남면 문곡리 169-6도,실측값,정선_v2(라벨없음),8.94,-1.07,65.48,109.75,0.9411760152563706,-0.337916718003327,0.7009810135795186,0.6529012589843428,0.5223210071874743,52.232101,5
198,강원-정선선03-충,남면 문곡리 70철,실측값,정선_v2(라벨없음),11.21,-0.93,63.46,119.74,0.8682854073831971,-0.49606496683942053,0.8643829409520554,0.8395516600988467,0.6716413280790774,67.164133,5
199,태백 63km700(중),남면 문곡리 산89-2철,추정값 (시뮬레이션),정선_v2(라벨없음),29.22,-0.08,118.41,75.27,0.9671347528418948,0.2542643699881035,0.3547302541440032,0.28832206252744147,0.23065765002195318,23.065765,2
200,강원-태백선60-충,남면 문곡리 산90-2 철,실측값,정선_v2(라벨없음),11.51,-0.44,57.54,325.96,-0.5597715445623715,0.8286469802625585,0.397728768013469,0.33075346756284496,0.264602774050276,26.460277,2
201,태백 63km400(우),남면 문곡리 산91-2철,실측값,정선_v2(라벨없음),15.64,-0.76,72.72,283.26,-0.9733392406205532,0.22937027415993727,0.10514522576336488,0.06701121146404243,0.05360896917123395,5.360897,1
202,태백 63km947(중),남면 문곡리 산91-2철,실측값,정선_v2(라벨없음),15.64,-0.76,72.72,283.26,-0.9733392406205532,0.22937027415993727,0.10514522576336488,0.06701121146404243,0.05360896917123395,5.360897,1
203,강원 정선 남 문곡 N4지구,남면 문곡리 산94-23도,추정값 (시뮬레이션),정선_v2(라벨없음),12.59,-0.02,43.61,5.07,0.08837275882253887,0.9960874738184862,0.9276376844240055,0.913806114634338,0.7310448917074704,73.104489,5
204,태백 63km500(중),남면 문곡리 산97-2철,추정값 (시뮬레이션),정선_v2(라벨없음),15.29,0.35,143.76,60.18,0.867591923866825,0.49727683802994616,0.24849471729343103,0.1880964472416846,0.1504771577933477,15.047716,2
205,강원-태백선58-충,남면 문곡리 산99-9 철,추정값 (시뮬레이션),정선_v2(라벨없음),34.14,0.04,123.51,156.02,0.4064177307804128,-0.9136873798555498,0.3776216047373648,0.31079083277670605,0.24863266622136485,24.863267,2
206,강원-태백선59-충,남면 문곡리 산100-1철,추정값 (시뮬레이션),정선_v2(라벨없음),25.29,-0.13,77.13,42.0,0.6691306063588582,0.7431448254773942,0.2898471101392779,0.22625738824062677,0.18100591059250143,18.100591,2
207,강원-태백선64-충,남면 무릉리 산594-1철,추정값 (시뮬레이션),정선_v2(라벨없음),25.52,-0.53,,354.67,-0.09289193499358127,0.9956761965685171,0.5735665215891881,0.5132164319233654,0.41057314553869234,41.057315,4
208,강원-태백선65-충,남면 무릉리 산594-1철,추정값 (시뮬레이션),정선_v2(라벨없음),16.47,0.31,65.1,66.05,0.9139000544257558,0.40593926949803766,0.5747433468800327,0.5144802921511146,0.4115842337208917,41.158423,4
209,강원-태백선66-충,남면 무릉리 산594-1철,추정값 (시뮬레이션),정선_v2(라벨없음),12.65,-0.34,92.94,230.44,-0.7709580608643364,-0.6368859147353647,0.5526425903943573,0.4908323988137385,0.39266591905099085,39.266592,4
210,태백 73km478(중),남면 무릉리 산599-5철,추정값 (시뮬레이션),정선_v2(라벨없음),13.39,0.44,116.34,57.7,0.8452618332218561,0.5343523493898265,0.46837858830265167,0.40245417768399205,0.3219633421471937,32.196334,3
211,자뭇골지구,남면 무릉리 772전,추정값 (시뮬레이션),정선_v2(라벨없음),11.81,0.93,165.53,234.58,-0.8149255387971921,-0.5795656703222734,0.18104896640850873,0.12863384749654916,0.10290707799723933,10.290708,1
212,무릉5지구(지방도421),남면 무릉리 산196-1 도,추정값 (시뮬레이션),정선_v2(라벨없음),4.85,-0.13,114.76,318.54,-0.662097017050553,0.7494181342967087,0.28697715532407403,0.22357168066751754,0.17885734453401403,17.885734,2
213,증산초교지구,남면 무릉리 788-2철,추정값 (시뮬레이션),정선_v2(라벨없음),30.73,0.13,86.87,311.81,-0.7453596564674312,0.6666625702038123,0.333775940609367,0.26800693628681427,0.21440554902945141,21.440555,2
214,무릉1지구(지방도421),남면 무릉리 산35-2임,추정값 (시뮬레이션),정선_v2(라벨없음),27.29,0.46,44.2,29.36,0.49029541205456867,0.8715563142552756,0.6279041095351838,0.5721000563593366,0.4576800450874693,45.768005,4
215,정선 3km270(우),남면 무릉리 808-1철,추정값 (시뮬레이션),정선_v2(라벨없음),10.84,-1.47,2.67,316.69,-0.6859453627893951,0.7276530486899132,0.48188968462793075,0.4164253465438574,0.33314027723508594,33.314028,3
216,정선 3km400(우),남면 무릉리 808-1철,추정값 (시뮬레이션),정선_v2(라벨없음),18.37,0.88,84.24,32.54,0.5378882756668476,0.8430161344245705,0.6850089296730766,0.6350902998299364,0.5080722398639491,50.807224,4
217,정선 3km650(우),남면 무릉리 808-1철,추정값 (시뮬레이션),정선_v2(라벨없음),14.81,-1.48,168.95,288.53,-0.9481573848900513,0.31780115399170444,0.4484101281746185,0.3819535018047369,0.30556280144378956,30.55628,3
218,정선 3km800(우),남면 무릉리 산 598-1 도,추정값 (시뮬레이션),정선_v2(라벨없음),16.0,-0.78,123.26,321.73,-0.6193680389092173,0.7851007784849983,0.18321132581840202,0.13047964938364126,0.10438371950691301,10.438372,1
219,무릉4지구(지방도421),남면 무릉리 183-2 도,추정값 (시뮬레이션),정선_v2(라벨없음),13.85,-0.29,26.24,85.27,0.9965943473003078,0.08246033548969679,0.48469824013086366,0.4193394598441829,0.3354715678753464,33.547157,3
220,정선 1km900(우),남면 무릉리 788-56철,추정값 (시뮬레이션),정선_v2(라벨없음),32.88,-0.09,10.09,158.78,0.3619499904445734,-0.9321975136295813,0.22959567107993784,0.17106313797983225,0.1368505103838658,13.685051,1
221,증산운동장위지구,남면 무릉리 589-3대,추정값 (시뮬레이션),정선_v2(라벨없음),20.47,-0.11,117.71,185.11,-0.08906813747238637,-0.9960255352586098,0.37016613297023304,0.30344222795366216,0.24275378236292974,24.275378,2
222,강원 정선 남 무릉 N3지구,남면 무릉리 산217임,추정값 (시뮬레이션),정선_v2(라벨없음),11.15,-0.44,0.11,166.97,0.22546120245765125,-0.9742521471294533,0.7153536769191708,0.6689982419961759,0.5351985935969407,53.519859,5
223,강원 정선 남 무릉 N2지구,남면 무릉리 산221-1 도,추정값 (시뮬레이션),정선_v2(라벨없음),3.05,-0.23,87.47,259.48,-0.9831912354632537,-0.18257873509322148,0.3110142440511712,0.24622737521438065,0.19698190017150452,19.69819,2
224,강원-정선선02-충,남면 무릉리 791-7철,추정값 (시뮬레이션),정선_v2(라벨없음),4.73,0.04,113.25,275.33,-0.9956761965685171,0.09289193499358085,0.28227656751894237,0.21918447693414744,0.17534758154731797,17.534758,2
225,정선 2km500(우),남면 무릉리 791-7철,추정값 (시뮬레이션),정선_v2(라벨없음),20.54,0.11,84.13,246.21,-0.9150300858548573,-0.4033855996195852,0.1675843728511847,0.11724119115368464,0.09379295292294772,9.379295,1
226,태백 72km000(좌),남면 무릉리 819-71천,추정값 (시뮬레이션),정선_v2(라벨없음),38.06,-0.9,29.38,225.11,-0.7084630247653165,-0.7057479313043564,0.3575650193061165,0.29108915812148106,0.23287132649718487,23.287133,2
227,강원 정선 남 무릉 N1지구,남면 무릉리 산227임,추정값 (시뮬레이션),정선_v2(라벨없음),17.37,-0.97,51.35,233.87,-0.807681270663325,-0.5896193390821546,0.4124736467409931,0.34552179532851857,0.27641743626281484,27.641744,3
228,태백 68km800(우),남면 무릉리 산520-2철,추정값 (시뮬레이션),정선_v2(라벨없음),20.4,-1.02,34.97,86.73,0.9983718202161501,0.05704128853989235,0.3219872254598721,0.25668847521256366,0.20535078017005093,20.535078,2
229,강원-태백선67-충,남면 무릉리 산478-1철,추정값 (시뮬레이션),정선_v2(라벨없음),17.63,-0.58,116.87,59.16,0.8586022142802594,0.5126424071738851,0.3566083332248114,0.29015481711427804,0.23212385369142244,23.212385,2
230,강원-정선선01-충,남면 무릉리 505-11철,추정값 (시뮬레이션),정선_v2(라벨없음),18.63,-1.48,93.56,174.0,0.10452846326765373,-0.9945218953682733,0.6597417091124721,0.6070839195785306,0.4856671356628245,48.566714,4
